referencia,referencia_data,ativo,idtempo,idreserva,idsituacao,situacao,sigla,tempo,data_cad
14811,2025-04-28 16:03:19,S,14811,2519,17,Sienge,,11,2025-04-28 16:03:19
14812,2025-04-28 16:03:30,S,14812,2313,17,Sienge,,41,2025-04-28 16:03:30
14813,2025-04-28 16:03:42,S,14813,2135,17,Sienge,,58,2025-04-28 16:03:42
14814,2025-04-28 16:03:57,S,14814,1952,17,Sienge,,97,2025-04-28 16:03:57
14815,2025-04-28 16:12:40,S,14815,2634,1,Reserva (7),,74,2025-04-28 16:12:40
14816,2025-04-28 16:50:41,S,14816,2612,32,Contrato VB - Espera,,128,2025-04-28 16:50:41
14817,2025-04-28 17:00:11,S,14817,2602,32,Contrato VB - Espera,,137,2025-04-28 17:00:11
14818,2025-04-28 17:27:50,S,14818,2619,24,Contrato - Assinatura (5),,4327,2025-04-28 17:27:50
14819,2025-04-28 17:29:49,S,14819,2251,1,Reserva (7),,139826,2025-04-28 17:29:49
14820,2025-04-28 17:33:36,S,14820,2619,27,Contrato Assinado (1),,5,2025-04-28 17:33:36
14821,2025-04-28 17:44:08,S,14821,2619,17,Sienge,,10,2025-04-28 17:44:08
14822,2025-04-28 17:49:54,S,14822,2580,32,Contrato VB - Espera,,20325,2025-04-28 17:49:54
14823,2025-04-28 18:50:15,S,14823,2133,24,Contrato - Assinatura (5),,4476,2025-04-28 18:50:15
14824,2025-04-29 08:07:40,S,14824,2133,27,Contrato Assinado (1),,797,2025-04-29 08:07:40
14825,2025-04-29 08:16:45,S,14825,2587,24,Contrato - Assinatura (5),,1332,2025-04-29 08:16:45
14826,2025-04-29 08:33:02,S,14826,2438,24,Contrato - Assinatura (5),,6819,2025-04-29 08:33:02
14827,2025-04-29 08:42:02,S,14827,2133,17,Sienge,,34,2025-04-29 08:42:02
14828,2025-04-29 08:55:21,S,14828,2312,24,Contrato - Assinatura (5),,5324,2025-04-29 08:55:21
14829,2025-04-29 08:55:32,S,14829,2564,16,Contrato - Elaboração (2),,17147,2025-04-29 08:55:32
14830,2025-04-29 09:14:04,S,14830,2438,20,Negociação (5),,41,2025-04-29 09:14:04
14831,2025-04-29 09:17:53,S,14831,2596,17,Sienge,,1506,2025-04-29 09:17:53
14832,2025-04-29 09:17:58,S,14832,2596,27,Contrato Assinado (1),,0,2025-04-29 09:17:58
14833,2025-04-29 09:27:01,S,14833,2602,24,Contrato - Assinatura (5),,986,2025-04-29 09:27:01
14834,2025-04-29 09:32:17,S,14834,2569,24,Contrato - Assinatura (5),,1448,2025-04-29 09:32:17
14835,2025-04-29 09:43:50,S,14835,2596,17,Sienge,,25,2025-04-29 09:43:50
14836,2025-04-29 09:46:14,S,14836,2438,23,Análise de proposta (Diretoria) (1),,32,2025-04-29 09:46:14
14837,2025-04-29 10:00:38,S,14837,2564,32,Contrato VB - Espera,,65,2025-04-29 10:00:38
14838,2025-04-29 10:04:56,S,14838,2558,32,Contrato VB - Espera,,28855,2025-04-29 10:04:56
14839,2025-04-29 10:07:49,S,14839,2557,32,Contrato VB - Espera,,21303,2025-04-29 10:07:49
14840,2025-04-29 10:11:29,S,14840,2544,32,Contrato VB - Espera,,5575,2025-04-29 10:11:29
14841,2025-04-29 10:14:45,S,14841,2543,32,Contrato VB - Espera,,5358,2025-04-29 10:14:45
14842,2025-04-29 10:20:03,S,14842,2539,32,Contrato VB - Espera,,6764,2025-04-29 10:20:03
14843,2025-04-29 10:27:20,S,14843,1921,24,Contrato - Assinatura (5),,5543,2025-04-29 10:27:20
14844,2025-04-29 10:30:06,S,14844,2438,26,Crédito (Interno) (2),,43,2025-04-29 10:30:06
14845,2025-04-29 10:31:20,S,14845,2503,32,Contrato VB - Espera,,6806,2025-04-29 10:31:20
14846,2025-04-29 10:38:20,S,14846,2453,32,Contrato VB - Espera,,28884,2025-04-29 10:38:20
14847,2025-04-29 10:43:34,S,14847,2499,20,Negociação (5),,8717,2025-04-29 10:43:34
14848,2025-04-29 10:43:37,S,14848,2499,23,Análise de proposta (Diretoria) (1),,0,2025-04-29 10:43:37
14849,2025-04-29 11:08:46,S,14849,2551,20,Negociação (5),,8746,2025-04-29 11:08:46
14850,2025-04-29 11:08:50,S,14850,2551,23,Análise de proposta (Diretoria) (1),,0,2025-04-29 11:08:50
14851,2025-04-29 11:09:51,S,14851,2551,26,Crédito (Interno) (2),,1,2025-04-29 11:09:51
14852,2025-04-29 11:10:19,S,14852,2449,32,Contrato VB - Espera,,28918,2025-04-29 11:10:19
14853,2025-04-29 11:13:26,S,14853,1925,32,Contrato VB - Espera,,1231,2025-04-29 11:13:26
14854,2025-04-29 11:17:34,S,14854,1921,1,Reserva (7),,50,2025-04-29 11:17:34
14855,2025-04-29 11:18:08,S,14855,1921,20,Negociação (5),,0,2025-04-29 11:18:08
14856,2025-04-29 11:18:15,S,14856,1921,23,Análise de proposta (Diretoria) (1),,0,2025-04-29 11:18:15
14857,2025-04-29 11:18:21,S,14857,1921,26,Crédito (Interno) (2),,0,2025-04-29 11:18:21
14858,2025-04-29 11:18:26,S,14858,1921,16,Contrato - Elaboração (2),,0,2025-04-29 11:18:26
14859,2025-04-29 11:19:30,S,14859,2551,20,Negociação (5),,9,2025-04-29 11:19:30
14860,2025-04-29 11:22:08,S,14860,2431,32,Contrato VB - Espera,,28929,2025-04-29 11:22:08
14861,2025-04-29 11:26:03,S,14861,2415,32,Contrato VB - Espera,,28934,2025-04-29 11:26:03
14862,2025-04-29 11:30:08,S,14862,2399,32,Contrato VB - Espera,,5745,2025-04-29 11:30:08
14863,2025-04-29 11:41:56,S,14863,2299,32,Contrato VB - Espera,,28949,2025-04-29 11:41:56
14864,2025-04-29 11:50:05,S,14864,2282,32,Contrato VB - Espera,,21295,2025-04-29 11:50:05
14865,2025-04-29 11:53:15,S,14865,2551,23,Análise de proposta (Diretoria) (1),,33,2025-04-29 11:53:15
14866,2025-04-29 11:54:13,S,14866,2217,32,Contrato VB - Espera,,6858,2025-04-29 11:54:13
14867,2025-04-29 11:57:54,S,14867,2401,19,Crédito (CEF) (3),,28501,2025-04-29 11:57:54
14868,2025-04-29 11:58:51,S,14868,2209,32,Contrato VB - Espera,,21304,2025-04-29 11:58:51
14869,2025-04-29 12:14:30,S,14869,2248,19,Crédito (CEF) (3),,9684,2025-04-29 12:14:30
14870,2025-04-29 13:46:06,S,14870,2499,26,Crédito (Interno) (2),,182,2025-04-29 13:46:06
14871,2025-04-29 13:59:04,S,14871,2184,32,Contrato VB - Espera,,29086,2025-04-29 13:59:04
14872,2025-04-29 14:10:08,S,14872,2551,26,Crédito (Interno) (2),,136,2025-04-29 14:10:08
14873,2025-04-29 14:12:25,S,14873,2156,32,Contrato VB - Espera,,18752,2025-04-29 14:12:25
14874,2025-04-29 14:16:07,S,14874,2154,32,Contrato VB - Espera,,29102,2025-04-29 14:16:07
14875,2025-04-29 14:23:29,S,14875,2141,32,Contrato VB - Espera,,27391,2025-04-29 14:23:29
14876,2025-04-29 14:32:35,S,14876,2121,32,Contrato VB - Espera,,6031,2025-04-29 14:32:35
14877,2025-04-29 14:37:56,S,14877,2120,32,Contrato VB - Espera,,21878,2025-04-29 14:37:56
14878,2025-04-29 14:42:39,S,14878,2116,32,Contrato VB - Espera,,20153,2025-04-29 14:42:39
14879,2025-04-29 14:48:34,S,14879,2047,32,Contrato VB - Espera,,26141,2025-04-29 14:48:34
14880,2025-04-29 14:51:13,S,14880,2006,32,Contrato VB - Espera,,26144,2025-04-29 14:51:13
14881,2025-04-29 14:56:56,S,14881,2003,32,Contrato VB - Espera,,19102,2025-04-29 14:56:56
14882,2025-04-29 15:02:24,S,14882,1987,32,Contrato VB - Espera,,8690,2025-04-29 15:02:24
14883,2025-04-29 15:09:15,S,14883,1983,32,Contrato VB - Espera,,17617,2025-04-29 15:09:15
14884,2025-04-29 15:18:21,S,14884,1981,32,Contrato VB - Espera,,29168,2025-04-29 15:18:21
14885,2025-04-29 15:25:00,S,14885,1966,32,Contrato VB - Espera,,5976,2025-04-29 15:25:00
14886,2025-04-29 15:33:12,S,14886,1964,32,Contrato VB - Espera,,7076,2025-04-29 15:33:12
14887,2025-04-29 15:38:42,S,14887,1950,32,Contrato VB - Espera,,7133,2025-04-29 15:38:42
14888,2025-04-29 15:42:27,S,14888,1943,32,Contrato VB - Espera,,29191,2025-04-29 15:42:27
14889,2025-04-29 15:45:21,S,14889,1939,32,Contrato VB - Espera,,6003,2025-04-29 15:45:21
14890,2025-04-29 15:48:27,S,14890,1926,32,Contrato VB - Espera,,5692,2025-04-29 15:48:27
14891,2025-04-29 15:51:16,S,14891,1921,32,Contrato VB - Espera,,272,2025-04-29 15:51:16
14892,2025-04-29 15:55:43,S,14892,1912,32,Contrato VB - Espera,,29204,2025-04-29 15:55:43
14893,2025-04-29 16:05:27,S,14893,2623,19,Crédito (CEF) (3),,6004,2025-04-29 16:05:27
14894,2025-04-29 16:09:25,S,14894,2399,24,Contrato - Assinatura (5),,279,2025-04-29 16:09:25
14895,2025-04-29 16:09:37,S,14895,2399,27,Contrato Assinado (1),,0,2025-04-29 16:09:37
14896,2025-04-29 16:10:49,S,14896,2399,24,Contrato - Assinatura (5),,1,2025-04-29 16:10:49
14897,2025-04-29 16:24:08,S,14897,1966,24,Contrato - Assinatura (5),,59,2025-04-29 16:24:08
14898,2025-04-29 16:25:19,S,14898,1953,24,Contrato - Assinatura (5),,5738,2025-04-29 16:25:19
14899,2025-04-29 16:32:36,S,14899,1966,32,Contrato VB - Espera,,8,2025-04-29 16:32:36
14900,2025-04-29 16:35:38,S,14900,1964,24,Contrato - Assinatura (5),,62,2025-04-29 16:35:38
14901,2025-04-29 16:37:09,S,14901,1964,32,Contrato VB - Espera,,1,2025-04-29 16:37:09
14902,2025-04-29 16:42:59,S,14902,2438,16,Contrato - Elaboração (2),,372,2025-04-29 16:42:59
14903,2025-04-29 16:44:30,S,14903,2580,24,Contrato - Assinatura (5),,1374,2025-04-29 16:44:30
14904,2025-04-29 16:44:46,S,14904,2580,32,Contrato VB - Espera,,0,2025-04-29 16:44:46
14905,2025-04-29 16:44:51,S,14905,2580,24,Contrato - Assinatura (5),,0,2025-04-29 16:44:51
14906,2025-04-29 16:48:03,S,14906,2580,20,Negociação (5),,3,2025-04-29 16:48:03
14907,2025-04-29 16:48:52,S,14907,2580,1,Reserva (7),,0,2025-04-29 16:48:52
14908,2025-04-29 16:48:56,S,14908,2580,20,Negociação (5),,0,2025-04-29 16:48:56
14909,2025-04-29 16:48:59,S,14909,2580,23,Análise de proposta (Diretoria) (1),,0,2025-04-29 16:48:59
14910,2025-04-29 16:49:03,S,14910,2580,26,Crédito (Interno) (2),,0,2025-04-29 16:49:03
14911,2025-04-29 16:54:04,S,14911,1926,24,Contrato - Assinatura (5),,65,2025-04-29 16:54:04
14912,2025-04-29 16:59:54,S,14912,1926,32,Contrato VB - Espera,,5,2025-04-29 16:59:54
14913,2025-04-29 17:33:16,S,14913,2608,20,Negociação (5),,5756,2025-04-29 17:33:16
14914,2025-04-29 17:45:56,S,14914,1962,19,Crédito (CEF) (3),,7590,2025-04-29 17:45:56
14915,2025-04-29 18:21:54,S,14915,2449,24,Contrato - Assinatura (5),,431,2025-04-29 18:21:54
14916,2025-04-29 18:23:58,S,14916,2209,24,Contrato - Assinatura (5),,385,2025-04-29 18:23:58
14917,2025-04-29 19:11:53,S,14917,2578,24,Contrato - Assinatura (5),,2082,2025-04-29 19:11:53
14918,2025-04-29 19:43:33,S,14918,2539,24,Contrato - Assinatura (5),,563,2025-04-29 19:43:33
14919,2025-04-29 19:57:10,S,14919,2593,24,Contrato - Assinatura (5),,2066,2025-04-29 19:57:10
14920,2025-04-29 19:59:02,S,14920,2593,20,Negociação (5),,1,2025-04-29 19:59:02
14921,2025-04-29 19:59:06,S,14921,2593,23,Análise de proposta (Diretoria) (1),,0,2025-04-29 19:59:06
14922,2025-04-29 19:59:10,S,14922,2593,26,Crédito (Interno) (2),,0,2025-04-29 19:59:10
14923,2025-04-29 19:59:17,S,14923,2593,20,Negociação (5),,0,2025-04-29 19:59:17
14924,2025-04-29 19:59:21,S,14924,2593,23,Análise de proposta (Diretoria) (1),,0,2025-04-29 19:59:21
14925,2025-04-29 19:59:25,S,14925,2593,26,Crédito (Interno) (2),,0,2025-04-29 19:59:25
14926,2025-04-29 19:59:31,S,14926,2593,16,Contrato - Elaboração (2),,0,2025-04-29 19:59:31
14927,2025-04-29 20:10:13,S,14927,2558,24,Contrato - Assinatura (5),,605,2025-04-29 20:10:13
14928,2025-04-30 09:07:15,S,14928,1925,24,Contrato - Assinatura (5),,1313,2025-04-30 09:07:15
14929,2025-04-30 09:14:52,S,14929,1953,27,Contrato Assinado (1),,1009,2025-04-30 09:14:52
14930,2025-04-30 09:18:33,S,14930,2263,19,Crédito (CEF) (3),,2584,2025-04-30 09:18:33
14931,2025-04-30 09:25:04,S,14931,2246,19,Crédito (CEF) (3),,7058,2025-04-30 09:25:04
14932,2025-04-30 09:27:30,S,14932,1925,27,Contrato Assinado (1),,20,2025-04-30 09:27:30
14933,2025-04-30 09:37:10,S,14933,1925,17,Sienge,,9,2025-04-30 09:37:10
14934,2025-04-30 09:38:26,S,14934,2558,27,Contrato Assinado (1),,808,2025-04-30 09:38:26
14935,2025-04-30 09:50:06,S,14935,2558,17,Sienge,,11,2025-04-30 09:50:06
14936,2025-04-30 09:51:40,S,14936,2539,27,Contrato Assinado (1),,848,2025-04-30 09:51:40
14937,2025-04-30 09:59:07,S,14937,2539,17,Sienge,,7,2025-04-30 09:59:07
14938,2025-04-30 10:02:56,S,14938,2578,27,Contrato Assinado (1),,891,2025-04-30 10:02:56
14939,2025-04-30 10:11:23,S,14939,2578,17,Sienge,,8,2025-04-30 10:11:23
14940,2025-04-30 10:12:30,S,14940,2209,27,Contrato Assinado (1),,948,2025-04-30 10:12:30
14941,2025-04-30 10:33:44,S,14941,2612,24,Contrato - Assinatura (5),,2503,2025-04-30 10:33:44
14942,2025-04-30 10:35:11,S,14942,2209,17,Sienge,,22,2025-04-30 10:35:11
14943,2025-04-30 10:37:22,S,14943,2449,27,Contrato Assinado (1),,975,2025-04-30 10:37:22
14944,2025-04-30 10:41:04,S,14944,1983,24,Contrato - Assinatura (5),,1171,2025-04-30 10:41:04
14945,2025-04-30 10:41:12,S,14945,1983,32,Contrato VB - Espera,,0,2025-04-30 10:41:12
14946,2025-04-30 10:41:16,S,14946,1983,24,Contrato - Assinatura (5),,0,2025-04-30 10:41:16
14947,2025-04-30 10:41:51,S,14947,2003,24,Contrato - Assinatura (5),,1184,2025-04-30 10:41:51
14948,2025-04-30 10:41:55,S,14948,2003,32,Contrato VB - Espera,,0,2025-04-30 10:41:55
14949,2025-04-30 10:41:59,S,14949,2003,24,Contrato - Assinatura (5),,0,2025-04-30 10:41:59
14950,2025-04-30 10:43:55,S,14950,2449,17,Sienge,,6,2025-04-30 10:43:55
14951,2025-04-30 10:45:11,S,14951,2569,27,Contrato Assinado (1),,1512,2025-04-30 10:45:11
14952,2025-04-30 10:47:58,S,14952,1943,24,Contrato - Assinatura (5),,1145,2025-04-30 10:47:58
14953,2025-04-30 10:49:01,S,14953,1981,24,Contrato - Assinatura (5),,1170,2025-04-30 10:49:01
14954,2025-04-30 10:52:30,S,14954,2569,17,Sienge,,7,2025-04-30 10:52:30
14955,2025-04-30 10:53:44,S,14955,2006,24,Contrato - Assinatura (5),,1202,2025-04-30 10:53:44
14956,2025-04-30 10:54:05,S,14956,2602,27,Contrato Assinado (1),,1527,2025-04-30 10:54:05
14957,2025-04-30 10:54:23,S,14957,2116,24,Contrato - Assinatura (5),,1211,2025-04-30 10:54:23
14958,2025-04-30 10:55:11,S,14958,2154,24,Contrato - Assinatura (5),,1239,2025-04-30 10:55:11
14959,2025-04-30 11:02:07,S,14959,2415,24,Contrato - Assinatura (5),,1416,2025-04-30 11:02:07
14960,2025-04-30 11:11:17,S,14960,2602,17,Sienge,,17,2025-04-30 11:11:17
14961,2025-04-30 11:11:39,S,14961,1953,17,Sienge,,116,2025-04-30 11:11:39
14962,2025-04-30 11:12:40,S,14962,2312,27,Contrato Assinado (1),,1577,2025-04-30 11:12:40
14963,2025-04-30 11:18:37,S,14963,2312,17,Sienge,,5,2025-04-30 11:18:37
14964,2025-04-30 11:20:56,S,14964,2544,24,Contrato - Assinatura (5),,1509,2025-04-30 11:20:56
14965,2025-04-30 11:21:01,S,14965,2544,32,Contrato VB - Espera,,0,2025-04-30 11:21:01
14966,2025-04-30 11:21:06,S,14966,2544,24,Contrato - Assinatura (5),,0,2025-04-30 11:21:06
14967,2025-04-30 11:21:51,S,14967,2184,24,Contrato - Assinatura (5),,1282,2025-04-30 11:21:51
14968,2025-04-30 11:24:16,S,14968,2544,20,Negociação (5),,3,2025-04-30 11:24:16
14969,2025-04-30 11:24:19,S,14969,2544,23,Análise de proposta (Diretoria) (1),,0,2025-04-30 11:24:19
14970,2025-04-30 11:24:23,S,14970,2544,26,Crédito (Interno) (2),,0,2025-04-30 11:24:23
14971,2025-04-30 11:27:33,S,14971,2587,27,Contrato Assinado (1),,1630,2025-04-30 11:27:33
14972,2025-04-30 11:36:16,S,14972,2587,17,Sienge,,8,2025-04-30 11:36:16
14973,2025-04-30 11:43:18,S,14973,2612,27,Contrato Assinado (1),,69,2025-04-30 11:43:18
14974,2025-04-30 12:07:01,S,14974,2543,24,Contrato - Assinatura (5),,1552,2025-04-30 12:07:01
14975,2025-04-30 12:13:02,S,14975,2003,20,Negociação (5),,91,2025-04-30 12:13:02
14976,2025-04-30 12:13:34,S,14976,1983,20,Negociação (5),,92,2025-04-30 12:13:34
14977,2025-04-30 12:17:34,S,14977,2141,24,Contrato - Assinatura (5),,1314,2025-04-30 12:17:34
14978,2025-04-30 13:29:44,S,14978,2003,23,Análise de proposta (Diretoria) (1),,76,2025-04-30 13:29:44
14979,2025-04-30 13:30:42,S,14979,1983,23,Análise de proposta (Diretoria) (1),,77,2025-04-30 13:30:42
14980,2025-04-30 13:40:50,S,14980,1950,24,Contrato - Assinatura (5),,1322,2025-04-30 13:40:50
14981,2025-04-30 13:42:01,S,14981,2544,16,Contrato - Elaboração (2),,137,2025-04-30 13:42:01
14982,2025-04-30 13:45:25,S,14982,2605,16,Contrato - Elaboração (2),,2892,2025-04-30 13:45:25
14983,2025-04-30 14:03:37,S,14983,2299,24,Contrato - Assinatura (5),,1581,2025-04-30 14:03:37
14984,2025-04-30 14:09:08,S,14984,2120,24,Contrato - Assinatura (5),,1411,2025-04-30 14:09:08
14985,2025-04-30 14:21:41,S,14985,2593,24,Contrato - Assinatura (5),,1102,2025-04-30 14:21:41
14986,2025-04-30 14:22:15,S,14986,2003,26,Crédito (Interno) (2),,52,2025-04-30 14:22:15
14987,2025-04-30 14:25:03,S,14987,1983,26,Crédito (Interno) (2),,54,2025-04-30 14:25:03
14988,2025-04-30 14:26:07,S,14988,2604,1,Reserva (7),,18934,2025-04-30 14:26:07
14989,2025-04-30 14:26:12,S,14989,2604,20,Negociação (5),,0,2025-04-30 14:26:12
14990,2025-04-30 14:26:29,S,14990,2604,23,Análise de proposta (Diretoria) (1),,0,2025-04-30 14:26:29
14991,2025-04-30 14:37:37,S,14991,1966,24,Contrato - Assinatura (5),,1325,2025-04-30 14:37:37
14992,2025-04-30 14:59:24,S,14992,2438,24,Contrato - Assinatura (5),,1336,2025-04-30 14:59:24
14993,2025-04-30 14:59:36,S,14993,2503,24,Contrato - Assinatura (5),,1708,2025-04-30 14:59:36
14994,2025-04-30 15:02:03,S,14994,2544,24,Contrato - Assinatura (5),,80,2025-04-30 15:02:03
14995,2025-04-30 15:12:30,S,14995,2607,19,Crédito (CEF) (3),,2941,2025-04-30 15:12:30
14996,2025-04-30 15:24:28,S,14996,2593,27,Contrato Assinado (1),,62,2025-04-30 15:24:28
14997,2025-04-30 15:24:46,S,14997,2544,27,Contrato Assinado (1),,22,2025-04-30 15:24:46
14998,2025-04-30 15:25:06,S,14998,2543,27,Contrato Assinado (1),,198,2025-04-30 15:25:06
14999,2025-04-30 15:25:20,S,14999,2503,27,Contrato Assinado (1),,25,2025-04-30 15:25:20
15000,2025-04-30 15:25:43,S,15000,2438,27,Contrato Assinado (1),,26,2025-04-30 15:25:43
15001,2025-04-30 15:26:01,S,15001,2415,27,Contrato Assinado (1),,263,2025-04-30 15:26:01
15002,2025-04-30 15:28:59,S,15002,2438,17,Sienge,,3,2025-04-30 15:28:59
15003,2025-04-30 15:30:47,S,15003,1932,1,Reserva (7),,2925,2025-04-30 15:30:47
15004,2025-04-30 15:30:53,S,15004,1932,20,Negociação (5),,0,2025-04-30 15:30:53
15005,2025-04-30 15:30:57,S,15005,1932,23,Análise de proposta (Diretoria) (1),,0,2025-04-30 15:30:57
15006,2025-04-30 15:31:01,S,15006,1932,26,Crédito (Interno) (2),,0,2025-04-30 15:31:01
15007,2025-04-30 15:31:05,S,15007,1932,16,Contrato - Elaboração (2),,0,2025-04-30 15:31:05
15008,2025-04-30 15:33:13,S,15008,2438,27,Contrato Assinado (1),,4,2025-04-30 15:33:13
15009,2025-04-30 15:40:54,S,15009,2299,27,Contrato Assinado (1),,97,2025-04-30 15:40:54
15010,2025-04-30 15:41:09,S,15010,2184,27,Contrato Assinado (1),,259,2025-04-30 15:41:09
15011,2025-04-30 15:42:08,S,15011,2154,27,Contrato Assinado (1),,286,2025-04-30 15:42:08
15012,2025-04-30 15:42:36,S,15012,2141,27,Contrato Assinado (1),,205,2025-04-30 15:42:36
15013,2025-04-30 15:42:51,S,15013,2120,27,Contrato Assinado (1),,93,2025-04-30 15:42:51
15014,2025-04-30 15:43:08,S,15014,2116,27,Contrato Assinado (1),,288,2025-04-30 15:43:08
15015,2025-04-30 15:43:26,S,15015,2006,27,Contrato Assinado (1),,289,2025-04-30 15:43:26
15016,2025-04-30 15:43:40,S,15016,1981,27,Contrato Assinado (1),,294,2025-04-30 15:43:40
15017,2025-04-30 15:44:02,S,15017,1966,27,Contrato Assinado (1),,66,2025-04-30 15:44:02
15018,2025-04-30 15:45:27,S,15018,1950,27,Contrato Assinado (1),,124,2025-04-30 15:45:27
15019,2025-04-30 15:45:46,S,15019,1943,27,Contrato Assinado (1),,297,2025-04-30 15:45:46
15020,2025-04-30 15:59:12,S,15020,1943,17,Sienge,,13,2025-04-30 15:59:12
15021,2025-04-30 15:59:16,S,15021,1943,27,Contrato Assinado (1),,0,2025-04-30 15:59:16
15022,2025-04-30 15:59:49,S,15022,1943,17,Sienge,,0,2025-04-30 15:59:49
15023,2025-04-30 16:00:08,S,15023,1943,27,Contrato Assinado (1),,0,2025-04-30 16:00:08
15024,2025-04-30 16:13:46,S,15024,1943,17,Sienge,,13,2025-04-30 16:13:46
15025,2025-04-30 16:13:51,S,15025,1943,27,Contrato Assinado (1),,0,2025-04-30 16:13:51
15026,2025-04-30 16:15:33,S,15026,1943,17,Sienge,,1,2025-04-30 16:15:33
15027,2025-04-30 16:40:35,S,15027,2612,17,Sienge,,297,2025-04-30 16:40:35
15028,2025-04-30 16:42:20,S,15028,1964,24,Contrato - Assinatura (5),,1445,2025-04-30 16:42:20
15029,2025-04-30 16:44:06,S,15029,1950,17,Sienge,,58,2025-04-30 16:44:06
15030,2025-04-30 16:44:11,S,15030,1950,27,Contrato Assinado (1),,0,2025-04-30 16:44:11
15031,2025-04-30 16:47:23,S,15031,2593,17,Sienge,,82,2025-04-30 16:47:23
15032,2025-04-30 16:47:27,S,15032,2593,27,Contrato Assinado (1),,0,2025-04-30 16:47:27
15033,2025-04-30 16:50:18,S,15033,1950,17,Sienge,,6,2025-04-30 16:50:18
15034,2025-04-30 16:54:40,S,15034,2593,17,Sienge,,7,2025-04-30 16:54:40
15035,2025-04-30 16:54:44,S,15035,2593,27,Contrato Assinado (1),,0,2025-04-30 16:54:44
15036,2025-04-30 16:59:18,S,15036,1966,17,Sienge,,75,2025-04-30 16:59:18
15037,2025-04-30 17:01:19,S,15037,2593,17,Sienge,,6,2025-04-30 17:01:19
15038,2025-04-30 17:03:48,S,15038,1981,17,Sienge,,80,2025-04-30 17:03:48
15039,2025-04-30 17:06:09,S,15039,2593,27,Contrato Assinado (1),,4,2025-04-30 17:06:09
15040,2025-04-30 17:07:56,S,15040,2006,17,Sienge,,84,2025-04-30 17:07:56
15041,2025-04-30 17:13:11,S,15041,2370,16,Contrato - Elaboração (2),,3274,2025-04-30 17:13:11
15042,2025-04-30 17:19:08,S,15042,2606,19,Crédito (CEF) (3),,6224,2025-04-30 17:19:08
15043,2025-04-30 17:24:55,S,15043,2154,17,Sienge,,102,2025-04-30 17:24:55
15044,2025-04-30 17:28:46,S,15044,2116,17,Sienge,,105,2025-04-30 17:28:46
15045,2025-04-30 17:29:19,S,15045,2116,27,Contrato Assinado (1),,0,2025-04-30 17:29:19
15046,2025-04-30 17:32:13,S,15046,2626,16,Contrato - Elaboração (2),,2998,2025-04-30 17:32:13
15047,2025-04-30 17:32:27,S,15047,2616,16,Contrato - Elaboração (2),,3384,2025-04-30 17:32:27
15048,2025-04-30 17:33:21,S,15048,2593,17,Sienge,,27,2025-04-30 17:33:21
15049,2025-04-30 17:33:57,S,15049,2116,17,Sienge,,4,2025-04-30 17:33:57
15050,2025-04-30 17:34:57,S,15050,2543,17,Sienge,,129,2025-04-30 17:34:57
15051,2025-04-30 17:36:20,S,15051,2544,17,Sienge,,131,2025-04-30 17:36:20
15052,2025-04-30 17:38:46,S,15052,2415,17,Sienge,,132,2025-04-30 17:38:46
15053,2025-04-30 17:42:48,S,15053,2120,17,Sienge,,119,2025-04-30 17:42:48
15054,2025-04-30 17:46:51,S,15054,1964,27,Contrato Assinado (1),,64,2025-04-30 17:46:51
15055,2025-04-30 17:47:19,S,15055,2141,17,Sienge,,124,2025-04-30 17:47:19
15056,2025-04-30 17:48:47,S,15056,2503,17,Sienge,,143,2025-04-30 17:48:47
15057,2025-04-30 17:50:59,S,15057,2154,27,Contrato Assinado (1),,26,2025-04-30 17:50:59
15058,2025-04-30 17:53:31,S,15058,2184,17,Sienge,,132,2025-04-30 17:53:31
15059,2025-04-30 17:59:43,S,15059,2299,17,Sienge,,138,2025-04-30 17:59:43
15060,2025-04-30 17:59:48,S,15060,2299,27,Contrato Assinado (1),,0,2025-04-30 17:59:48
15061,2025-04-30 18:01:27,S,15061,1964,17,Sienge,,14,2025-04-30 18:01:27
15062,2025-04-30 18:01:31,S,15062,1964,27,Contrato Assinado (1),,0,2025-04-30 18:01:31
15063,2025-04-30 18:04:17,S,15063,2299,17,Sienge,,4,2025-04-30 18:04:17
15064,2025-04-30 18:08:00,S,15064,1964,17,Sienge,,6,2025-04-30 18:08:00
15065,2025-04-30 18:09:09,S,15065,2154,17,Sienge,,18,2025-04-30 18:09:09
15066,2025-04-30 18:09:15,S,15066,2605,24,Contrato - Assinatura (5),,263,2025-04-30 18:09:15
15067,2025-04-30 18:09:15,S,15067,2605,27,Contrato Assinado (1),,0,2025-04-30 18:09:15
15068,2025-04-30 18:09:42,S,15068,2605,27,Contrato Assinado (1),,0,2025-04-30 18:09:42
15069,2025-04-30 18:36:13,S,15069,2524,24,Contrato - Assinatura (5),,3372,2025-04-30 18:36:13
15070,2025-04-30 19:16:14,S,15070,2524,27,Contrato Assinado (1),,40,2025-04-30 19:16:14
15071,2025-04-30 19:20:39,S,15071,2524,17,Sienge,,4,2025-04-30 19:20:39
15072,2025-04-30 19:20:44,S,15072,2524,27,Contrato Assinado (1),,0,2025-04-30 19:20:44
15073,2025-04-30 19:28:07,S,15073,2524,17,Sienge,,7,2025-04-30 19:28:07
15074,2025-04-30 19:28:17,S,15074,2524,27,Contrato Assinado (1),,0,2025-04-30 19:28:17
